compute004
2
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:541: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:542: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:543: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:544: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:545: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:550: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
{'input_dim': 8, 'output_dim': 4, 'depth': 5, 'lamda': 0.001, 'lr': 0.001, 'weight_decay': 0.0, 'batch_size': 1280, 'epochs': 40, 'cuda': True, 'log_interval': 100, 'exp_scheduler_gamma': 1.0, 'beta': False, 'greatest_path_probability': True, 'model_path': './model/trees/sdt_0.001_id1beta'}
Epoch: 01 | Batch: 000 | CrossEntropy-loss: 1.32436 | Correct: 86/1280 | Difference: 1.012175762616938
Epoch: 01 | Batch: 100 | CrossEntropy-loss: 1.22838 | Correct: 166/1280 | Difference: 1.004149363760919
Epoch: 01 | Batch: 200 | CrossEntropy-loss: 1.14221 | Correct: 620/1280 | Difference: 0.9938710946917007
Epoch: 01 | Batch: 300 | CrossEntropy-loss: 1.07455 | Correct: 765/1280 | Difference: 0.9729112250503669
Epoch: 01 | Batch: 400 | CrossEntropy-loss: 1.02085 | Correct: 765/1280 | Difference: 0.9512931056064997
Epoch: 01 | Batch: 500 | CrossEntropy-loss: 0.95669 | Correct: 803/1280 | Difference: 0.9294299486028567
Epoch: 01 | Batch: 600 | CrossEntropy-loss: 0.92071 | Correct: 850/1280 | Difference: 0.9129348971552059
Epoch: 01 | Batch: 700 | CrossEntropy-loss: 0.89259 | Correct: 858/1280 | Difference: 0.895503816029289
Epoch: 01 | Batch: 800 | CrossEntropy-loss: 0.85741 | Correct: 891/1280 | Difference: 0.879594569249257
Epoch: 01 | Batch: 900 | CrossEntropy-loss: 0.84023 | Correct: 937/1280 | Difference: 0.8657787192334728
Epoch: 01 | Batch: 1000 | CrossEntropy-loss: 0.77153 | Correct: 1006/1280 | Difference: 0.8529904466394531
Epoch: 01 | Batch: 1100 | CrossEntropy-loss: 0.77750 | Correct: 958/1280 | Difference: 0.8418903508519473
Epoch: 01 | Batch: 1200 | CrossEntropy-loss: 0.74265 | Correct: 990/1280 | Difference: 0.8344500324923854
Epoch: 01 | Batch: 1300 | CrossEntropy-loss: 0.75584 | Correct: 950/1280 | Difference: 0.8258363080026748
Epoch: 01 | Batch: 1400 | CrossEntropy-loss: 0.74188 | Correct: 948/1280 | Difference: 0.81961600516119
Epoch: 01 | Batch: 1500 | CrossEntropy-loss: 0.73651 | Correct: 937/1280 | Difference: 0.813201617176247

Epoch: 01 | Testing Accuracy: 373193/504607 (73.957%) | Historical Best: 73.957% 

Epoch: 02 | Batch: 000 | CrossEntropy-loss: 0.70022 | Correct: 950/1280 | Difference: 0.8084652472291151
Epoch: 02 | Batch: 100 | CrossEntropy-loss: 0.74106 | Correct: 925/1280 | Difference: 0.8040308479738009
Epoch: 02 | Batch: 200 | CrossEntropy-loss: 0.68903 | Correct: 960/1280 | Difference: 0.8001135004412064
Epoch: 02 | Batch: 300 | CrossEntropy-loss: 0.68030 | Correct: 951/1280 | Difference: 0.7969721964010462
Epoch: 02 | Batch: 400 | CrossEntropy-loss: 0.68046 | Correct: 947/1280 | Difference: 0.7942104450424029
Epoch: 02 | Batch: 500 | CrossEntropy-loss: 0.65274 | Correct: 976/1280 | Difference: 0.7901657980442879
Epoch: 02 | Batch: 600 | CrossEntropy-loss: 0.67225 | Correct: 938/1280 | Difference: 0.7860556784327741
Epoch: 02 | Batch: 700 | CrossEntropy-loss: 0.63671 | Correct: 966/1280 | Difference: 0.7817651788634996
Epoch: 02 | Batch: 800 | CrossEntropy-loss: 0.65103 | Correct: 964/1280 | Difference: 0.778157774911348
Epoch: 02 | Batch: 900 | CrossEntropy-loss: 0.61476 | Correct: 987/1280 | Difference: 0.7756214981739852
Epoch: 02 | Batch: 1000 | CrossEntropy-loss: 0.62154 | Correct: 967/1280 | Difference: 0.7733695300506974
Epoch: 02 | Batch: 1100 | CrossEntropy-loss: 0.62922 | Correct: 949/1280 | Difference: 0.7711257728446477
Epoch: 02 | Batch: 1200 | CrossEntropy-loss: 0.61542 | Correct: 973/1280 | Difference: 0.7687690946982554
Epoch: 02 | Batch: 1300 | CrossEntropy-loss: 0.61768 | Correct: 966/1280 | Difference: 0.7665294113777373
Epoch: 02 | Batch: 1400 | CrossEntropy-loss: 0.63841 | Correct: 965/1280 | Difference: 0.7643079939882308
Epoch: 02 | Batch: 1500 | CrossEntropy-loss: 0.60401 | Correct: 972/1280 | Difference: 0.762845276138753

Epoch: 02 | Testing Accuracy: 384336/504607 (76.165%) | Historical Best: 76.165% 

Epoch: 03 | Batch: 000 | CrossEntropy-loss: 0.59065 | Correct: 1005/1280 | Difference: 0.761160039960869
Epoch: 03 | Batch: 100 | CrossEntropy-loss: 0.56406 | Correct: 1013/1280 | Difference: 0.7591685554501745
Epoch: 03 | Batch: 200 | CrossEntropy-loss: 0.59516 | Correct: 961/1280 | Difference: 0.757354314629424
Epoch: 03 | Batch: 300 | CrossEntropy-loss: 0.57130 | Correct: 990/1280 | Difference: 0.7550886047110629
Epoch: 03 | Batch: 400 | CrossEntropy-loss: 0.54948 | Correct: 1012/1280 | Difference: 0.7536045677450969
Epoch: 03 | Batch: 500 | CrossEntropy-loss: 0.57813 | Correct: 988/1280 | Difference: 0.7525165839266036
Epoch: 03 | Batch: 600 | CrossEntropy-loss: 0.54982 | Correct: 1029/1280 | Difference: 0.7513404844022473
Epoch: 03 | Batch: 700 | CrossEntropy-loss: 0.54213 | Correct: 1023/1280 | Difference: 0.749830752431876
Epoch: 03 | Batch: 800 | CrossEntropy-loss: 0.55761 | Correct: 982/1280 | Difference: 0.7484595857386183
Epoch: 03 | Batch: 900 | CrossEntropy-loss: 0.56561 | Correct: 1037/1280 | Difference: 0.7470028713306267
Epoch: 03 | Batch: 1000 | CrossEntropy-loss: 0.57490 | Correct: 1015/1280 | Difference: 0.7457418104273292
Epoch: 03 | Batch: 1100 | CrossEntropy-loss: 0.54402 | Correct: 1041/1280 | Difference: 0.7446698361592751
Epoch: 03 | Batch: 1200 | CrossEntropy-loss: 0.56615 | Correct: 1007/1280 | Difference: 0.7430340523857195
Epoch: 03 | Batch: 1300 | CrossEntropy-loss: 0.55326 | Correct: 1033/1280 | Difference: 0.7420734895860903
Epoch: 03 | Batch: 1400 | CrossEntropy-loss: 0.56174 | Correct: 1017/1280 | Difference: 0.7411718648976395
Epoch: 03 | Batch: 1500 | CrossEntropy-loss: 0.52764 | Correct: 1065/1280 | Difference: 0.7404536001104282

Epoch: 03 | Testing Accuracy: 408975/504607 (81.048%) | Historical Best: 81.048% 

Epoch: 04 | Batch: 000 | CrossEntropy-loss: 0.55949 | Correct: 1007/1280 | Difference: 0.740080749637224
