compute002
0
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:541: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:542: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:543: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:544: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:545: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:550: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
{'input_dim': 8, 'output_dim': 4, 'depth': 5, 'lamda': 0.001, 'lr': 0.001, 'weight_decay': 0.005, 'batch_size': 1280, 'epochs': 40, 'cuda': True, 'log_interval': 100, 'exp_scheduler_gamma': 1.0, 'beta': False, 'greatest_path_probability': True, 'model_path': './model/trees/sdt_0.001_id1weight_3'}
Epoch: 01 | Batch: 000 | CrossEntropy-loss: 1.39947 | Correct: 121/1280 | Difference: 1.0129293416592509
Epoch: 01 | Batch: 100 | CrossEntropy-loss: 1.28244 | Correct: 664/1280 | Difference: 1.064443816941666
Epoch: 01 | Batch: 200 | CrossEntropy-loss: 1.19175 | Correct: 689/1280 | Difference: 1.1098175812936302
Epoch: 01 | Batch: 300 | CrossEntropy-loss: 1.14313 | Correct: 631/1280 | Difference: 1.1266627058035348
Epoch: 01 | Batch: 400 | CrossEntropy-loss: 1.08310 | Correct: 646/1280 | Difference: 1.1656749164576328
Epoch: 01 | Batch: 500 | CrossEntropy-loss: 1.04890 | Correct: 670/1280 | Difference: 1.1897439351785999
Epoch: 01 | Batch: 600 | CrossEntropy-loss: 0.99814 | Correct: 668/1280 | Difference: 1.196057195127446
Epoch: 01 | Batch: 700 | CrossEntropy-loss: 0.97812 | Correct: 671/1280 | Difference: 1.2091164116849864
Epoch: 01 | Batch: 800 | CrossEntropy-loss: 0.94555 | Correct: 665/1280 | Difference: 1.212358448363617
Epoch: 01 | Batch: 900 | CrossEntropy-loss: 0.94657 | Correct: 668/1280 | Difference: 1.2177720750856311
Epoch: 01 | Batch: 1000 | CrossEntropy-loss: 0.91932 | Correct: 660/1280 | Difference: 1.2272603573998442
Epoch: 01 | Batch: 1100 | CrossEntropy-loss: 0.93192 | Correct: 673/1280 | Difference: 1.23754687437553
Epoch: 01 | Batch: 1200 | CrossEntropy-loss: 0.91365 | Correct: 716/1280 | Difference: 1.247922527004945
Epoch: 01 | Batch: 1300 | CrossEntropy-loss: 0.87496 | Correct: 769/1280 | Difference: 1.257751664389193
Epoch: 01 | Batch: 1400 | CrossEntropy-loss: 0.89145 | Correct: 800/1280 | Difference: 1.2562819856309613
Epoch: 01 | Batch: 1500 | CrossEntropy-loss: 0.87944 | Correct: 832/1280 | Difference: 1.2503386182271807

Epoch: 01 | Testing Accuracy: 333494/504607 (66.090%) | Historical Best: 66.090% 

Epoch: 02 | Batch: 000 | CrossEntropy-loss: 0.89455 | Correct: 817/1280 | Difference: 1.2484454974007428
Epoch: 02 | Batch: 100 | CrossEntropy-loss: 0.86981 | Correct: 867/1280 | Difference: 1.252128994210868
Epoch: 02 | Batch: 200 | CrossEntropy-loss: 0.82652 | Correct: 928/1280 | Difference: 1.2567579930528008
Epoch: 02 | Batch: 300 | CrossEntropy-loss: 0.83885 | Correct: 946/1280 | Difference: 1.2639298803508197
Epoch: 02 | Batch: 400 | CrossEntropy-loss: 0.85716 | Correct: 964/1280 | Difference: 1.2649193391094262
Epoch: 02 | Batch: 500 | CrossEntropy-loss: 0.86771 | Correct: 948/1280 | Difference: 1.269215817263571
Epoch: 02 | Batch: 600 | CrossEntropy-loss: 0.81909 | Correct: 980/1280 | Difference: 1.263251062329566
Epoch: 02 | Batch: 700 | CrossEntropy-loss: 0.82271 | Correct: 947/1280 | Difference: 1.2438370268447305
Epoch: 02 | Batch: 800 | CrossEntropy-loss: 0.83642 | Correct: 934/1280 | Difference: 1.2466307279943778
Epoch: 02 | Batch: 900 | CrossEntropy-loss: 0.84394 | Correct: 913/1280 | Difference: 1.2155105350252908
Epoch: 02 | Batch: 1000 | CrossEntropy-loss: 0.81639 | Correct: 933/1280 | Difference: 1.2016981435097975
Epoch: 02 | Batch: 1100 | CrossEntropy-loss: 0.82655 | Correct: 926/1280 | Difference: 1.2077646748230604
Epoch: 02 | Batch: 1200 | CrossEntropy-loss: 0.84163 | Correct: 916/1280 | Difference: 1.203955236992682
Epoch: 02 | Batch: 1300 | CrossEntropy-loss: 0.81539 | Correct: 928/1280 | Difference: 1.1637048271576267
Epoch: 02 | Batch: 1400 | CrossEntropy-loss: 0.83630 | Correct: 914/1280 | Difference: 1.1699733672533768
Epoch: 02 | Batch: 1500 | CrossEntropy-loss: 0.80119 | Correct: 942/1280 | Difference: 1.1553101979430491

Epoch: 02 | Testing Accuracy: 364125/504607 (72.160%) | Historical Best: 72.160% 

Epoch: 03 | Batch: 000 | CrossEntropy-loss: 0.79225 | Correct: 956/1280 | Difference: 1.168708299502112
Epoch: 03 | Batch: 100 | CrossEntropy-loss: 0.76924 | Correct: 960/1280 | Difference: 1.1584927321924274
Epoch: 03 | Batch: 200 | CrossEntropy-loss: 0.78548 | Correct: 970/1280 | Difference: 1.184936266835385
Epoch: 03 | Batch: 300 | CrossEntropy-loss: 0.79695 | Correct: 934/1280 | Difference: 1.1488151391722818
Epoch: 03 | Batch: 400 | CrossEntropy-loss: 0.82937 | Correct: 899/1280 | Difference: 1.1851161834727104
Epoch: 03 | Batch: 500 | CrossEntropy-loss: 0.81903 | Correct: 924/1280 | Difference: 1.166233271194185
Epoch: 03 | Batch: 600 | CrossEntropy-loss: 0.84760 | Correct: 900/1280 | Difference: 1.1820302674298413
Epoch: 03 | Batch: 700 | CrossEntropy-loss: 0.80348 | Correct: 934/1280 | Difference: 1.1645803735200735
