NoDevFiles
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:541: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:542: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:543: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:544: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:545: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:550: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
Epoch: 01 | Batch: 000 | CrossEntropy-loss: 1.32273 | Correct: 300/1280 | Difference: 7.429381834043753
Epoch: 01 | Batch: 100 | CrossEntropy-loss: 1.24332 | Correct: 543/1280 | Difference: 7.675238083365897
Epoch: 01 | Batch: 200 | CrossEntropy-loss: 1.16186 | Correct: 473/1280 | Difference: 7.3402729668935445
Epoch: 01 | Batch: 300 | CrossEntropy-loss: 1.08652 | Correct: 684/1280 | Difference: 7.100296754051338
Epoch: 01 | Batch: 400 | CrossEntropy-loss: 1.02483 | Correct: 737/1280 | Difference: 7.062993582457397
Epoch: 01 | Batch: 500 | CrossEntropy-loss: 0.96339 | Correct: 831/1280 | Difference: 6.947784145252994
Epoch: 01 | Batch: 600 | CrossEntropy-loss: 0.92945 | Correct: 841/1280 | Difference: 6.5240478432541975
Epoch: 01 | Batch: 700 | CrossEntropy-loss: 0.87281 | Correct: 878/1280 | Difference: 6.216494220790015
Epoch: 01 | Batch: 800 | CrossEntropy-loss: 0.85474 | Correct: 888/1280 | Difference: 5.998104101548073
Epoch: 01 | Batch: 900 | CrossEntropy-loss: 0.80735 | Correct: 904/1280 | Difference: 5.859353078849301
Epoch: 01 | Batch: 1000 | CrossEntropy-loss: 0.75203 | Correct: 937/1280 | Difference: 5.730002088030104
Epoch: 01 | Batch: 1100 | CrossEntropy-loss: 0.74685 | Correct: 919/1280 | Difference: 5.6457151860457095
Epoch: 01 | Batch: 1200 | CrossEntropy-loss: 0.74580 | Correct: 929/1280 | Difference: 5.589937630714122
Epoch: 01 | Batch: 1300 | CrossEntropy-loss: 0.72432 | Correct: 934/1280 | Difference: 5.5428253828074965
Epoch: 01 | Batch: 1400 | CrossEntropy-loss: 0.71956 | Correct: 932/1280 | Difference: 5.475300715909544
Epoch: 01 | Batch: 1500 | CrossEntropy-loss: 0.66051 | Correct: 969/1280 | Difference: 5.420882856146637

Epoch: 01 | Testing Accuracy: 370123/504607 (73.349%) | Historical Best: 73.349% 

Epoch: 02 | Batch: 000 | CrossEntropy-loss: 0.69358 | Correct: 931/1280 | Difference: 5.3868449420195255
Epoch: 02 | Batch: 100 | CrossEntropy-loss: 0.65533 | Correct: 977/1280 | Difference: 5.360627475799266
Epoch: 02 | Batch: 200 | CrossEntropy-loss: 0.61685 | Correct: 963/1280 | Difference: 5.328639456675592
Epoch: 02 | Batch: 300 | CrossEntropy-loss: 0.65671 | Correct: 957/1280 | Difference: 5.319530959845725
Epoch: 02 | Batch: 400 | CrossEntropy-loss: 0.62455 | Correct: 970/1280 | Difference: 5.303003859427425
Epoch: 02 | Batch: 500 | CrossEntropy-loss: 0.66909 | Correct: 941/1280 | Difference: 5.279650838364897
Epoch: 02 | Batch: 600 | CrossEntropy-loss: 0.61271 | Correct: 973/1280 | Difference: 5.256713263562697
Epoch: 02 | Batch: 700 | CrossEntropy-loss: 0.60690 | Correct: 968/1280 | Difference: 5.2416824682327485
Epoch: 02 | Batch: 800 | CrossEntropy-loss: 0.62572 | Correct: 947/1280 | Difference: 5.232888509769974
Epoch: 02 | Batch: 900 | CrossEntropy-loss: 0.57826 | Correct: 991/1280 | Difference: 5.230038300407169
Epoch: 02 | Batch: 1000 | CrossEntropy-loss: 0.57046 | Correct: 1003/1280 | Difference: 5.2218769213827825
Epoch: 02 | Batch: 1100 | CrossEntropy-loss: 0.60562 | Correct: 978/1280 | Difference: 5.237620947661675
Epoch: 02 | Batch: 1200 | CrossEntropy-loss: 0.50603 | Correct: 1050/1280 | Difference: 5.252742548019491
Epoch: 02 | Batch: 1300 | CrossEntropy-loss: 0.56756 | Correct: 998/1280 | Difference: 5.273417694506101
Epoch: 02 | Batch: 1400 | CrossEntropy-loss: 0.53231 | Correct: 1023/1280 | Difference: 5.291574321699194
Epoch: 02 | Batch: 1500 | CrossEntropy-loss: 0.55859 | Correct: 998/1280 | Difference: 5.2976522691961785

Epoch: 02 | Testing Accuracy: 397814/504607 (78.836%) | Historical Best: 78.836% 

Epoch: 03 | Batch: 000 | CrossEntropy-loss: 0.54918 | Correct: 1006/1280 | Difference: 5.281201154407527
Epoch: 03 | Batch: 100 | CrossEntropy-loss: 0.52618 | Correct: 1024/1280 | Difference: 5.253202339116897
Epoch: 03 | Batch: 200 | CrossEntropy-loss: 0.55491 | Correct: 1004/1280 | Difference: 5.228395256627764
Epoch: 03 | Batch: 300 | CrossEntropy-loss: 0.52686 | Correct: 1036/1280 | Difference: 5.2144957668561895
Epoch: 03 | Batch: 400 | CrossEntropy-loss: 0.51406 | Correct: 1022/1280 | Difference: 5.189649800019752
Epoch: 03 | Batch: 500 | CrossEntropy-loss: 0.53551 | Correct: 1025/1280 | Difference: 5.177138254926022
Epoch: 03 | Batch: 600 | CrossEntropy-loss: 0.50304 | Correct: 1045/1280 | Difference: 5.166028646234836
