compute004
2
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:541: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:542: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:543: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:544: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:545: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:550: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
Epoch: 01 | Batch: 000 | CrossEntropy-loss: 1.49697 | Correct: 198/1280 | Difference: 0.9403997978054063
Epoch: 01 | Batch: 100 | CrossEntropy-loss: 1.37603 | Correct: 677/1280 | Difference: 0.9769254254895802
Epoch: 01 | Batch: 200 | CrossEntropy-loss: 1.27880 | Correct: 772/1280 | Difference: 0.9681909141224605
Epoch: 01 | Batch: 300 | CrossEntropy-loss: 1.20210 | Correct: 788/1280 | Difference: 0.9872003049827677
Epoch: 01 | Batch: 400 | CrossEntropy-loss: 1.12649 | Correct: 813/1280 | Difference: 0.9990264789226487
Epoch: 01 | Batch: 500 | CrossEntropy-loss: 1.09073 | Correct: 767/1280 | Difference: 1.0192734764854665
Epoch: 01 | Batch: 600 | CrossEntropy-loss: 1.02720 | Correct: 788/1280 | Difference: 1.0274142006423366
Epoch: 01 | Batch: 700 | CrossEntropy-loss: 1.01901 | Correct: 755/1280 | Difference: 1.0141321110932624
Epoch: 01 | Batch: 800 | CrossEntropy-loss: 0.95876 | Correct: 836/1280 | Difference: 0.9935292195409163
Epoch: 01 | Batch: 900 | CrossEntropy-loss: 0.94443 | Correct: 853/1280 | Difference: 0.9746448127776396
Epoch: 01 | Batch: 1000 | CrossEntropy-loss: 0.91965 | Correct: 912/1280 | Difference: 0.9610167297468603
Epoch: 01 | Batch: 1100 | CrossEntropy-loss: 0.88009 | Correct: 951/1280 | Difference: 0.9568943163258625
Epoch: 01 | Batch: 1200 | CrossEntropy-loss: 0.88271 | Correct: 946/1280 | Difference: 0.9518581741973576
Epoch: 01 | Batch: 1300 | CrossEntropy-loss: 0.85328 | Correct: 965/1280 | Difference: 0.9352570700603966
Epoch: 01 | Batch: 1400 | CrossEntropy-loss: 0.84470 | Correct: 930/1280 | Difference: 0.9143858981291254
Epoch: 01 | Batch: 1500 | CrossEntropy-loss: 0.81664 | Correct: 921/1280 | Difference: 0.8890911886673702

Epoch: 01 | Testing Accuracy: 364270/504607 (72.189%) | Historical Best: 72.189% 

Epoch: 02 | Batch: 000 | CrossEntropy-loss: 0.79341 | Correct: 936/1280 | Difference: 0.8698811119760536
Epoch: 02 | Batch: 100 | CrossEntropy-loss: 0.79006 | Correct: 948/1280 | Difference: 0.8482925623261784
Epoch: 02 | Batch: 200 | CrossEntropy-loss: 0.76104 | Correct: 964/1280 | Difference: 0.8278698229596636
Epoch: 02 | Batch: 300 | CrossEntropy-loss: 0.82974 | Correct: 903/1280 | Difference: 0.8100946512572023
Epoch: 02 | Batch: 400 | CrossEntropy-loss: 0.80035 | Correct: 906/1280 | Difference: 0.7920857255213848
Epoch: 02 | Batch: 500 | CrossEntropy-loss: 0.77961 | Correct: 913/1280 | Difference: 0.7754867915463056
Epoch: 02 | Batch: 600 | CrossEntropy-loss: 0.75563 | Correct: 931/1280 | Difference: 0.7612255127900767
Epoch: 02 | Batch: 700 | CrossEntropy-loss: 0.77535 | Correct: 923/1280 | Difference: 0.752053020982053
Epoch: 02 | Batch: 800 | CrossEntropy-loss: 0.75775 | Correct: 928/1280 | Difference: 0.7450700818777752
Epoch: 02 | Batch: 900 | CrossEntropy-loss: 0.70026 | Correct: 961/1280 | Difference: 0.7399842833911939
Epoch: 02 | Batch: 1000 | CrossEntropy-loss: 0.72175 | Correct: 947/1280 | Difference: 0.7369902796272011
Epoch: 02 | Batch: 1100 | CrossEntropy-loss: 0.69334 | Correct: 971/1280 | Difference: 0.7378729598016633
Epoch: 02 | Batch: 1200 | CrossEntropy-loss: 0.75727 | Correct: 914/1280 | Difference: 0.7406163361191498
Epoch: 02 | Batch: 1300 | CrossEntropy-loss: 0.69245 | Correct: 965/1280 | Difference: 0.7409487669222088
