compute008
2
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:541: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:542: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:543: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:544: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:545: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/tensorboard/compat/tensorflow_stub/dtypes.py:550: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
/home/zihan/anaconda3/envs/exp/lib/python3.6/site-packages/torch/nn/functional.py:1992: UserWarning: reduction: 'mean' divides the total loss by both the batch size and the support size.'batchmean' divides only by the batch size, and aligns with the KL div math definition.'mean' will be changed to behave the same as 'batchmean' in the next major release.
  warnings.warn("reduction: 'mean' divides the total loss by both the batch size and the support size."
Epoch: 01 | Batch: 000 | CrossEntropy-loss: -0.24356 | Difference: 1280
Epoch: 01 | Batch: 100 | CrossEntropy-loss: -0.25006 | Difference: 1280
Epoch: 01 | Batch: 200 | CrossEntropy-loss: -0.25714 | Difference: 1280
Epoch: 01 | Batch: 300 | CrossEntropy-loss: -0.26119 | Difference: 1280
Epoch: 01 | Batch: 400 | CrossEntropy-loss: -0.27457 | Difference: 1280
Epoch: 01 | Batch: 500 | CrossEntropy-loss: -0.28386 | Difference: 1280
Epoch: 01 | Batch: 600 | CrossEntropy-loss: -0.29351 | Difference: 1280
Epoch: 01 | Batch: 700 | CrossEntropy-loss: -0.30087 | Difference: 1280
Epoch: 01 | Batch: 800 | CrossEntropy-loss: -0.30660 | Difference: 1280
Epoch: 01 | Batch: 900 | CrossEntropy-loss: -0.30635 | Difference: 1280
Epoch: 01 | Batch: 1000 | CrossEntropy-loss: -0.31037 | Difference: 1280
Epoch: 01 | Batch: 1100 | CrossEntropy-loss: -0.31385 | Difference: 1280
Epoch: 01 | Batch: 1200 | CrossEntropy-loss: -0.31557 | Difference: 1280
Epoch: 01 | Batch: 1300 | CrossEntropy-loss: -0.31513 | Difference: 1280
Epoch: 01 | Batch: 1400 | CrossEntropy-loss: -0.31713 | Difference: 1280
Epoch: 02 | Batch: 000 | CrossEntropy-loss: -0.31836 | Difference: 1280
Epoch: 02 | Batch: 100 | CrossEntropy-loss: -0.31774 | Difference: 1280
Epoch: 02 | Batch: 200 | CrossEntropy-loss: -0.31646 | Difference: 1280
Epoch: 02 | Batch: 300 | CrossEntropy-loss: -0.31915 | Difference: 1280
Epoch: 02 | Batch: 400 | CrossEntropy-loss: -0.32036 | Difference: 1280
Epoch: 02 | Batch: 500 | CrossEntropy-loss: -0.32032 | Difference: 1280
Epoch: 02 | Batch: 600 | CrossEntropy-loss: -0.31959 | Difference: 1280
Epoch: 02 | Batch: 700 | CrossEntropy-loss: -0.32225 | Difference: 1280
Epoch: 02 | Batch: 800 | CrossEntropy-loss: -0.32176 | Difference: 1280
Epoch: 02 | Batch: 900 | CrossEntropy-loss: -0.32020 | Difference: 1280
Epoch: 02 | Batch: 1000 | CrossEntropy-loss: -0.32244 | Difference: 1280
Epoch: 02 | Batch: 1100 | CrossEntropy-loss: -0.32234 | Difference: 1280
Epoch: 02 | Batch: 1200 | CrossEntropy-loss: -0.32002 | Difference: 1280
Epoch: 02 | Batch: 1300 | CrossEntropy-loss: -0.32420 | Difference: 1280
Epoch: 02 | Batch: 1400 | CrossEntropy-loss: -0.32283 | Difference: 1280
Epoch: 03 | Batch: 000 | CrossEntropy-loss: -0.32201 | Difference: 1280
Epoch: 03 | Batch: 100 | CrossEntropy-loss: -0.32436 | Difference: 1280
Epoch: 03 | Batch: 200 | CrossEntropy-loss: -0.32491 | Difference: 1280
Epoch: 03 | Batch: 300 | CrossEntropy-loss: -0.32526 | Difference: 1280
Epoch: 03 | Batch: 400 | CrossEntropy-loss: -0.32475 | Difference: 1280
Epoch: 03 | Batch: 500 | CrossEntropy-loss: -0.32854 | Difference: 1280
Epoch: 03 | Batch: 600 | CrossEntropy-loss: -0.32744 | Difference: 1280
Epoch: 03 | Batch: 700 | CrossEntropy-loss: -0.32719 | Difference: 1280
Epoch: 03 | Batch: 800 | CrossEntropy-loss: -0.32695 | Difference: 1280
Epoch: 03 | Batch: 900 | CrossEntropy-loss: -0.32760 | Difference: 1280
Epoch: 03 | Batch: 1000 | CrossEntropy-loss: -0.32480 | Difference: 1280
Epoch: 03 | Batch: 1100 | CrossEntropy-loss: -0.32506 | Difference: 1280
Epoch: 03 | Batch: 1200 | CrossEntropy-loss: -0.32479 | Difference: 1280
Epoch: 03 | Batch: 1300 | CrossEntropy-loss: -0.32794 | Difference: 1280
Epoch: 03 | Batch: 1400 | CrossEntropy-loss: -0.32800 | Difference: 1280
Epoch: 04 | Batch: 000 | CrossEntropy-loss: -0.32623 | Difference: 1280
Epoch: 04 | Batch: 100 | CrossEntropy-loss: -0.32757 | Difference: 1280
Epoch: 04 | Batch: 200 | CrossEntropy-loss: -0.32691 | Difference: 1280
Epoch: 04 | Batch: 300 | CrossEntropy-loss: -0.32771 | Difference: 1280
Epoch: 04 | Batch: 400 | CrossEntropy-loss: -0.32515 | Difference: 1280
Epoch: 04 | Batch: 500 | CrossEntropy-loss: -0.32607 | Difference: 1280
Epoch: 04 | Batch: 600 | CrossEntropy-loss: -0.33017 | Difference: 1280
Epoch: 04 | Batch: 700 | CrossEntropy-loss: -0.32894 | Difference: 1280
Epoch: 04 | Batch: 800 | CrossEntropy-loss: -0.32951 | Difference: 1280
Epoch: 04 | Batch: 900 | CrossEntropy-loss: -0.33112 | Difference: 1280
Epoch: 04 | Batch: 1000 | CrossEntropy-loss: -0.33219 | Difference: 1280
Epoch: 04 | Batch: 1100 | CrossEntropy-loss: -0.33411 | Difference: 1280
Epoch: 04 | Batch: 1200 | CrossEntropy-loss: -0.33044 | Difference: 1280
Epoch: 04 | Batch: 1300 | CrossEntropy-loss: -0.33197 | Difference: 1280
Epoch: 04 | Batch: 1400 | CrossEntropy-loss: -0.33213 | Difference: 1280
Epoch: 05 | Batch: 000 | CrossEntropy-loss: -0.33247 | Difference: 1280
Epoch: 05 | Batch: 100 | CrossEntropy-loss: -0.33330 | Difference: 1280
Epoch: 05 | Batch: 200 | CrossEntropy-loss: -0.33240 | Difference: 1280
Epoch: 05 | Batch: 300 | CrossEntropy-loss: -0.33309 | Difference: 1280
Epoch: 05 | Batch: 400 | CrossEntropy-loss: -0.33184 | Difference: 1280
Epoch: 05 | Batch: 500 | CrossEntropy-loss: -0.33282 | Difference: 1280
Epoch: 05 | Batch: 600 | CrossEntropy-loss: -0.33097 | Difference: 1280
Epoch: 05 | Batch: 700 | CrossEntropy-loss: -0.33663 | Difference: 1280
